y,Ne,Nd,Pe,Pd+,Te,Td+,Td,NVd+,NVd
6.9140625,9.853217038201823e+18,15612837789882.77,31.12877255641662,67.0524659316061,19.7184854078031,42.47430830067679,42.29986027584174,4.3430530379354e+21,653928964756117.5
6.93359375,9.872102584357235e+18,15697811373491.814,31.133867191249433,67.04427335602996,19.68398453488029,42.38787437864359,42.213724368939566,4.329878691249524e+21,582671989106494.8
6.953125,9.891167418310617e+18,15783939314030.521,31.139060226596378,67.03619346750989,19.649321334374577,42.3010748687055,42.12722517166877,4.316241368103106e+21,509296882935051.75
6.97265625,9.910414268247159e+18,15871246491189.402,31.14435294563859,67.02822752590816,19.614494032931397,42.213905764165794,42.0403587442418,4.302141226149864e+21,433756303097791.75
6.9921875,9.929845910374816e+18,15959758516368.605,31.14974662225905,67.0203767403368,19.579500826578755,42.126362989858976,41.95312107450107,4.2875785332897533e+21,356001406587448.75
7.01171875,9.949465170210802e+18,16049501760482.31,31.155242520818646,67.01264226798773,19.54433987998929,42.03844240053555,41.86550807552527,4.27255366910353e+21,275981783554244.38
7.03125,9.96927492387569e+18,16140503383055.441,31.160841895841873,67.00502521268596,19.509009325737733,41.95013977919807,41.77751558310962,4.257067126274496e+21,193645387057726.75
7.05078125,9.989278099404667e+18,16232791362683.912,31.16654599158613,66.99752662321669,19.473507263520553,41.86145083538457,41.68913935311483,4.24111951198777e+21,108938459399536.22
7.0703125,1.000947767809669e+19,16326394528931.596,31.172356041596128,66.9901474915572,19.437831759363117,41.77237120339942,41.600375058672824,4.224711549306359e+21,21805454884162.555
7.08984375,1.002987669591814e+19,16421342595745.055,31.178273268258355,66.98288875111017,19.40198084479425,41.68289644048905,41.51121828724314,4.207844078527075e+21,-67811041147576.86
7.109375,1.0050478244970848e+19,16517666196469.176,31.184298882400135,66.97575127498659,19.365952516000064,41.59302202495932,41.42166453750712,4.1905180585201484e+21,-159970397169539.97
7.12890625,1.0071285475032234e+19,16615396920555.117,31.19043408293545,66.96873587437453,19.329744732947194,41.50274335423357,41.331709216091014,4.1727345680576555e+21,-254734024362839.72
7.1484375,1.0092301595173442e+19,16714567352055.357,31.196680056579,66.96184329701349,19.293355418481298,41.41205574284855,41.241347634104166,4.154494807136834e+21,-352165469705926.1
7.16796875,1.011352987545951e+19,16815211110008.828,31.20303797762542,66.95507422578225,19.256782457395392,41.32095442038628,41.15057500348199,4.135800098304398e+21,-452330513415299.2
7.1875,1.0134973648732873e+19,16917362890824.07,31.20950900778928,66.94842927738515,19.220023695467223,41.22943452933772,41.0593864331178,4.1166518879869427e+21,-555297270885526.56
7.20703125,1.0156636312479224e+19,17021058512776.545,31.216094296099982,66.94190900111269,19.183076938468396,41.137491122897934,40.96777692477099,4.0970517478307036e+21,-661136299269757.5
7.2265625,1.0178521330771884e+19,17126334962743.568,31.222794978819405,66.93551387762689,19.145939951137365,41.04511916268855,40.87574136873496,4.077001376050904e+21,-769920708831787.1
7.24609375,1.02006322362871e+19,17233230445308.12,31.229612179361347,66.92924431769845,19.10861045612233,40.95231351640443,40.78327453924864,4.056502598786096e+21,-881726279185775.9
7.265625,1.0222972632382233e+19,17341784434372.352,31.236547008169246,66.92310066082197,19.071086132887043,40.859068955382234,40.69037108963362,4.035557371448485e+21,-996631580520236.9
7.28515625,1.0245546195234085e+19,17452037727430.662,31.243600562538656,66.91708317366854,19.033364616580794,40.76538015208732,40.59702554713824,4.0141677800598164e+21,-1114718099877451.8
7.3046875,1.0268356676044237e+19,17564032502662.758,31.250773926395663,66.91119204839761,18.995443496871385,40.671241677516065,40.5032323074672,3.99233604256516e+21,-1236070372525162.8
7.32421875,1.0291407903326554e+19,17677812379019.152,31.258068170065183,66.90542740090034,18.957320316738436,40.57664799850859,40.40898562897523,3.97006451012249e+21,-1360776118414619.0
7.34375,1.031470378529594e+19,17793422479482.77,31.26548435007434,66.89978926907561,18.918992571224972,40.48159347497116,40.3142796264995,3.9473556683719867e+21,-1488926383664826.2
7.36328125,1.0338248312374921e+19,17910909497704.957,31.273023509030626,66.89427761120962,18.880457706146917,40.38607235700031,40.219108264805925,3.924212138692849e+21,-1620615686946119.5
7.3828125,1.036204555982928e+19,18030321768227.035,31.280686675594286,66.88889230450437,18.841713116758605,40.29007878190848,40.12346535161905,3.900636679456986e+21,-1755942170553654.2
7.40234375,1.0386099690538267e+19,18151709340515.438,31.288474864542728,66.8836331437531,18.802756146370093,40.193606771145085,40.027344530207145,3.8766321872882547e+21,-1895007755860647.8
7.421875,1.041041495790236e+19,18275124057053.844,31.296389076926214,66.8784998401428,18.763584084918065,40.096650227107695,39.93073927148791,3.8522016983346604e+21,-2037918302718502.0
7.44140625,1.0434995708892158e+19,18400619635753.86,31.304430300304006,66.87349202017181,18.724194167485226,39.99920292984084,39.833642865620575,3.8273483895608175e+21,-2184783772226315.2
7.4609375,1.0459846387246545e+19,18528251756786.496,31.312599509070633,66.86860922469349,18.684583572767664,39.90125853361687,39.73604841312678,3.8020755800697723e+21,-2335718392700580.0
7.48046875,1.0484971536834216e+19,18658078107925.59,31.3208976648964,66.86385090812671,18.64474942148799,39.802810563390395,39.637948844319546,3.776386732467818e+21,-2490840894958928.0
7.5,1.0510375805197318e+19,18790148011138.445,31.329325717314255,66.85921643791876,18.604688774749555,39.703852411127684,39.539347266569756,3.75028545429186e+21,-2650279246894547.5
7.51953125,1.0536063947294091e+19,18922760669363.66,31.33788460449564,66.85470509430566,18.564398632337202,39.60437733199808,39.44395838824728,3.7237754995233983e+21,-2813886746166775.0
7.5390625,1.05620408294358e+19,19059499401971.617,31.346575254109037,66.85031607027614,18.523875930920816,39.5043784404152,39.34432383897898,3.696860770201627e+21,-2982297731549984.5
7.55859375,1.0588311432031896e+19,19198680035962.08,31.35539858030835,66.84604846300432,18.48311754226263,39.40384870596295,39.24416657152601,3.6695453173845286e+21,-3155423767244844.0
7.578125,1.061488085377525e+19,19340361129851.1,31.364355484463978,66.84190127331254,18.442120271304933,39.302780949133684,39.1434886567033,3.641833342353512e+21,-3333409658385157.0
7.59765625,1.0641754315967078e+19,19484614229917.918,31.373446855824408,66.83787340487795,18.4008808541964,39.20116783691846,39.04228187105595,3.613729197849577e+21,-3516413677632095.0
