0.9972406181015452, -0.006386861313868231
1.0220750551876385, 0.26186131386861344
1.068984547461369, 0.49178832116788307
1.1103752759381904, 0.6770072992700729
1.165562913907285, 0.8686131386861313
1.234547461368654, 1.0729927007299271
1.314569536423841, 1.2837591240875912
1.3945916114790289, 1.5009124087591244
1.4911699779249452, 1.7308394160583942
1.5932671081677707, 1.9543795620437956
1.7091611479028699, 2.171532846715328
1.8443708609271523, 2.3822992700729926
2.0182119205298017, 2.593065693430657
2.2775938189845473, 2.784671532846715
2.4679911699779247, 2.8740875912408756
2.7715231788079464, 2.9571167883211675
3.397902869757174, 3.0273722627737225
